grid_point,pose,E_explicit_kcal,E_imp_cross_kcal,E_corrected_kcal,E_int_corrected_kcal
gp74,b0_rot180,-5909.628700618336,-4.961993388071895,-5904.6667072302635,-4.446476997724858
gp74,b0_rot270,-5909.628700626335,-4.961993388071895,-5904.6667072382625,-4.446477005723864
gp74,b1_rot0,-5886.713833442401,-14.480814571821584,-5872.233018870579,27.987211361959453
gp74,b1_rot90,-5886.713833451567,-14.480814571821584,-5872.233018879745,27.987211352793565
gp74,b1_rot180,-5886.713833466111,-14.480814571821584,-5872.23301889429,27.987211338248926
gp74,b1_rot270,-5886.713833454678,-14.480814571821584,-5872.233018882856,27.987211349682184
gp75,b0_rot0,-5909.628700624629,-4.961993388071895,-5904.666707236557,-4.446477004018561
gp75,b0_rot90,-5909.628700616788,-4.96199338807189,-5904.6667072287155,-4.446476996176898
gp75,b0_rot180,-5909.628700625431,-4.961993388071895,-5904.666707237358,-4.446477004819826
gp75,b0_rot270,-5909.628700624142,-4.961993388071895,-5904.66670723607,-4.446477003531072
gp75,b1_rot0,-5886.713833456119,-14.480814571821584,-5872.233018884297,27.987211348241544
gp75,b1_rot90,-5886.713833456346,-14.480814571821584,-5872.233018884524,27.98721134801417
gp75,b1_rot180,-5886.713833433108,-14.480814571821584,-5872.233018861287,27.98721137125176
gp75,b1_rot270,-5886.713833447751,-14.480814571821584,-5872.23301887593,27.987211356608896
gp76,b0_rot0,-5909.628700618337,-4.961993388071895,-5904.666707230264,-4.446476997725767
gp76,b0_rot90,-5909.628700628106,-4.961993388071895,-5904.666707240034,-4.4464770074955595
gp76,b0_rot180,-5909.628700623631,-4.961993388071895,-5904.6667072355585,-4.446477003019936
gp76,b0_rot270,-5909.628700626335,-4.9619933880719,-5904.6667072382625,-4.446477005723864
gp76,b1_rot0,-5886.713833464594,-14.480814571821584,-5872.233018892773,27.987211339765963
gp76,b1_rot90,-5886.71383346478,-14.480814571821584,-5872.233018892958,27.987211339580426
gp76,b1_rot180,-5886.713833444882,-14.480814571821593,-5872.23301887306,27.98721135947835
gp76,b1_rot270,-5886.713833447075,-14.480814571821593,-5872.233018875253,27.98721135728556
gp77,b0_rot0,-5909.628700625435,-4.96199338807189,-5904.666707237363,-4.446477004824374
gp77,b0_rot90,-5909.628700616786,-4.96199338807189,-5904.666707228714,-4.446476996175079
gp77,b0_rot180,-5909.628700624631,-4.96199338807189,-5904.666707236559,-4.44647700402038
gp77,b0_rot270,-5909.628700624142,-4.96199338807189,-5904.66670723607,-4.446477003531072
gp77,b1_rot0,-5886.71383345814,-14.480814571821584,-5872.233018886318,27.987211346220647
gp77,b1_rot90,-5886.7138334350675,-14.480814571821584,-5872.233018863246,27.98721136929271
gp77,b1_rot180,-5886.71383344626,-14.480814571821584,-5872.233018874438,27.987211358100467
gp77,b1_rot270,-5886.7138334558895,-14.480814571821584,-5872.233018884068,27.987211348470737
gp78,b0_rot0,-5909.628700618449,-4.96199338807189,-5904.666707230377,-4.446476997838545
gp78,b0_rot90,-5909.62870061845,-4.96199338807189,-5904.666707230378,-4.446476997839454
gp78,b0_rot180,-5909.628700624373,-4.96199338807189,-5904.666707236301,-4.446477003762084
gp78,b0_rot270,-5909.628700624374,-4.96199338807189,-5904.666707236302,-4.446477003762993
gp78,b1_rot0,-5886.713833463109,-14.480814571821584,-5872.233018891287,27.987211341251168
gp78,b1_rot90,-5886.713833466544,-14.480814571821584,-5872.233018894723,27.987211337816007
gp78,b1_rot180,-5886.713833445928,-14.480814571821584,-5872.233018874106,27.987211358432432
gp78,b1_rot270,-5886.713833445825,-14.480814571821584,-5872.233018874003,27.987211358535205
gp79,b0_rot0,-5909.628700624375,-4.96199338807189,-5904.6667072363025,-4.446477003763903
gp79,b0_rot90,-5909.628700624372,-4.96199338807189,-5904.6667072363,-4.446477003761174
gp79,b0_rot180,-5909.62870061845,-4.96199338807189,-5904.666707230378,-4.446476997839454
gp79,b0_rot270,-5909.628700618449,-4.96199338807189,-5904.666707230377,-4.446476997838545
gp79,b1_rot0,-5886.713833440156,-14.480814571821584,-5872.2330188683345,27.987211364204086
gp79,b1_rot90,-5886.713833443937,-14.480814571821584,-5872.233018872115,27.987211360423316
gp79,b1_rot180,-5886.71383345511,-14.480814571821584,-5872.233018883288,27.987211349250174
gp79,b1_rot270,-5886.713833461433,-14.480814571821584,-5872.233018889611,27.987211342927367
gp80,b0_rot0,-5909.628700624371,-4.96199338807189,-5904.666707236299,-4.446477003760265
gp80,b0_rot90,-5909.628700618449,-4.96199338807189,-5904.666707230377,-4.446476997838545
gp80,b0_rot180,-5909.628700618449,-4.961993388071895,-5904.666707230377,-4.446476997838545
gp80,b0_rot270,-5909.628700624374,-4.961993388071895,-5904.666707236302,-4.446477003762993
gp80,b1_rot0,-5886.713833465106,-14.480814571821584,-5872.233018893285,27.987211339253918
gp80,b1_rot90,-5886.713833453666,-14.480814571821584,-5872.233018881844,27.98721135069445
gp80,b1_rot180,-5886.713833442447,-14.480814571821584,-5872.2330188706255,27.98721136191307
gp80,b1_rot270,-5886.713833441463,-14.480814571821584,-5872.2330188696415,27.987211362897142
gp81,b0_rot0,-5909.628700618448,-4.96199338807189,-5904.666707230376,-4.446476997837635
gp81,b0_rot90,-5909.628700624371,-4.96199338807189,-5904.666707236299,-4.446477003760265
gp81,b0_rot180,-5909.628700624372,-4.96199338807189,-5904.6667072363,-4.446477003761174
gp81,b0_rot270,-5909.628700618449,-4.96199338807189,-5904.666707230377,-4.446476997838545
gp81,b1_rot0,-5886.713833449457,-14.480814571821584,-5872.233018877635,27.987211354903593
gp81,b1_rot90,-5886.713833466127,-14.480814571821584,-5872.233018894305,27.987211338233465
gp81,b1_rot180,-5886.713833460228,-14.480814571821584,-5872.233018888406,27.987211344132447
gp81,b1_rot270,-5886.713833443271,-14.480814571821593,-5872.2330188714495,27.987211361089066
gp82,b0_rot0,-5909.628700618449,-4.96199338807189,-5904.666707230377,-4.446476997838545
gp82,b0_rot90,-5909.628700624374,-4.96199338807189,-5904.666707236302,-4.446477003762993
gp82,b0_rot180,-5909.628700624372,-4.96199338807189,-5904.6667072363,-4.446477003761174
gp82,b0_rot270,-5909.628700618449,-4.96199338807189,-5904.666707230377,-4.446476997838545
gp82,b1_rot0,-5886.7138334418,-14.480814571821584,-5872.233018869978,27.98721136256063
gp82,b1_rot90,-5886.713833446848,-14.480814571821584,-5872.233018875027,27.987211357512024
gp82,b1_rot180,-5886.713833467335,-14.480814571821584,-5872.233018895513,27.987211337025656
gp82,b1_rot270,-5886.713833452317,-14.480814571821584,-5872.233018880495,27.987211352043232
gp83,b0_rot0,-5909.628700624375,-4.96199338807189,-5904.6667072363025,-4.446477003763903
gp83,b0_rot90,-5909.628700618452,-4.96199338807189,-5904.66670723038,-4.446476997841273
gp83,b0_rot180,-5909.628700618449,-4.96199338807189,-5904.666707230377,-4.446476997838545
gp83,b0_rot270,-5909.628700624372,-4.96199338807189,-5904.6667072363,-4.446477003761174
gp83,b1_rot0,-5886.713833468883,-14.480814571821584,-5872.233018897062,27.987211335476786
gp83,b1_rot90,-5886.713833450017,-14.480814571821584,-5872.233018878195,27.987211354343344
gp83,b1_rot180,-5886.713833442355,-14.480814571821584,-5872.233018870534,27.987211362004928
gp83,b1_rot270,-5886.713833454253,-14.480814571821584,-5872.233018882432,27.987211350106918
gp84,b0_rot0,-5909.628700624371,-4.96199338807189,-5904.666707236299,-4.446477003760265
gp84,b0_rot90,-5909.628700624372,-4.96199338807189,-5904.6667072363,-4.446477003761174
gp84,b0_rot180,-5909.628700618449,-4.961993388071895,-5904.666707230377,-4.446476997838545
gp84,b0_rot270,-5909.628700618449,-4.961993388071895,-5904.666707230377,-4.446476997838545
gp84,b1_rot0,-5886.713833455984,-14.480814571821584,-5872.233018884162,27.98721134837615
gp84,b1_rot90,-5886.713833448684,-14.480814571821593,-5872.233018876863,27.987211355675754
gp84,b1_rot180,-5886.713833430962,-14.480814571821584,-5872.23301885914,27.987211373398168
gp84,b1_rot270,-5886.713833455721,-14.480814571821584,-5872.2330188839,27.987211348638994
gp85,b0_rot0,-5909.628700618448,-4.96199338807189,-5904.666707230376,-4.446476997837635
gp85,b0_rot90,-5909.628700618452,-4.96199338807189,-5904.66670723038,-4.446476997841273
gp85,b0_rot180,-5909.628700624373,-4.96199338807189,-5904.666707236301,-4.446477003762084
gp85,b0_rot270,-5909.628700624372,-4.96199338807189,-5904.6667072363,-4.446477003761174
gp85,b1_rot0,-5886.713833453083,-14.480814571821584,-5872.233018881261,27.987211351277438
gp85,b1_rot90,-5886.713833456207,-14.480814571821584,-5872.233018884385,27.987211348153323
gp85,b1_rot180,-5886.713833450969,-14.480814571821584,-5872.2330188791475,27.987211353391103
gp85,b1_rot270,-5886.713833430448,-14.480814571821584,-5872.233018858627,27.987211373912032
gp86,b0_rot0,-5909.628700629853,-4.961993388941784,-5904.666707240911,-4.446477008372312
gp86,b0_rot90,-5909.628700614975,-4.961993388941789,-5904.666707226033,-4.446476993494798
gp86,b0_rot180,-5909.6287006266375,-4.961993388941789,-5904.666707237696,-4.446477005157249
gp86,b0_rot270,-5909.628700614974,-4.961993388941784,-5904.6667072260325,-4.446476993493889
gp86,b1_rot0,-5886.7138334744495,-14.480814572884832,-5872.233018901565,27.987211330973878
gp86,b1_rot90,-5886.71383346457,-14.480814572884832,-5872.233018891685,27.98721134085372
gp86,b1_rot180,-5886.713833474915,-14.480814572884832,-5872.23301890203,27.987211330508217
gp86,b1_rot270,-5886.713833466526,-14.480814572884832,-5872.233018893641,27.987211338897396
gp87,b0_rot0,-5909.628700626635,-4.961993388941784,-5904.666707237693,-4.44647700515452
gp87,b0_rot90,-5909.628700614977,-4.961993388941784,-5904.666707226035,-4.446476993496617
gp87,b0_rot180,-5909.6287006298535,-4.961993388941784,-5904.666707240912,-4.446477008373222
gp87,b0_rot270,-5909.628700614976,-4.961993388941784,-5904.666707226034,-4.446476993495708
gp87,b1_rot0,-5886.7138334697875,-14.480814572884832,-5872.233018896903,27.987211335635948
gp87,b1_rot90,-5886.713833455767,-14.480814572884832,-5872.233018882882,27.987211349656718
gp87,b1_rot180,-5886.713833464581,-14.480814572884832,-5872.233018891696,27.987211340842805
gp87,b1_rot270,-5886.713833462225,-14.480814572884832,-5872.23301888934,27.987211343198396
gp88,b0_rot0,-5909.628700626635,-4.961993388941784,-5904.666707237693,-4.44647700515452
gp88,b0_rot90,-5909.628700614977,-4.961993388941784,-5904.666707226035,-4.446476993496617
gp88,b0_rot180,-5909.6287006298535,-4.961993388941784,-5904.666707240912,-4.446477008373222
gp88,b0_rot270,-5909.628700614976,-4.961993388941784,-5904.666707226034,-4.446476993495708
gp88,b1_rot0,-5886.713833456568,-14.480814572884832,-5872.233018883683,27.987211348855453
gp88,b1_rot90,-5886.71383346556,-14.480814572884832,-5872.233018892675,27.98721133986328
gp88,b1_rot180,-5886.71383346233,-14.480814572884832,-5872.233018889445,27.987211343093804
gp88,b1_rot270,-5886.713833470678,-14.480814572884832,-5872.233018897793,27.987211334745552
gp89,b0_rot0,-5909.628700629853,-4.961993388941784,-5904.666707240911,-4.446477008372312
gp89,b0_rot90,-5909.628700614975,-4.961993388941789,-5904.666707226033,-4.446476993494798
gp89,b0_rot180,-5909.62870062664,-4.961993388941789,-5904.666707237699,-4.446477005159977
gp89,b0_rot270,-5909.628700614974,-4.961993388941784,-5904.6667072260325,-4.446476993493889
gp89,b1_rot0,-5886.713833470351,-14.480814572884832,-5872.2330188974665,27.98721133507206
gp89,b1_rot90,-5886.713833456244,-14.480814572884832,-5872.233018883359,27.987211349179233
gp89,b1_rot180,-5886.713833465188,-14.480814572884832,-5872.233018892303,27.987211340235262
gp89,b1_rot270,-5886.713833462278,-14.480814572884832,-5872.233018889393,27.987211343145646
gp90,b0_rot0,-5909.628700626637,-4.961993388941784,-5904.666707237695,-4.446477005156339
gp90,b0_rot90,-5909.628700614974,-4.961993388941784,-5904.6667072260325,-4.446476993493889
gp90,b0_rot180,-5909.6287006298535,-4.961993388941784,-5904.666707240912,-4.446477008373222
gp90,b0_rot270,-5909.628700614976,-4.961993388941784,-5904.666707226034,-4.446476993495708
gp90,b1_rot0,-5886.71383347179,-14.480814572884832,-5872.233018898905,27.98721133363324
gp90,b1_rot90,-5886.713833465266,-14.480814572884832,-5872.233018892382,27.987211340157046
gp90,b1_rot180,-5886.713833474903,-14.480814572884832,-5872.233018902019,27.98721133052004
gp90,b1_rot270,-5886.713833462896,-14.480814572884832,-5872.233018890011,27.98721134252719
gp91,b0_rot0,-5909.628700629854,-4.961993388941784,-5904.666707240913,-4.446477008374131
gp91,b0_rot90,-5909.628700614972,-4.961993388941789,-5904.666707226031,-4.44647699349207
gp91,b0_rot180,-5909.6287006266375,-4.961993388941789,-5904.666707237696,-4.446477005157249
gp91,b0_rot270,-5909.628700614975,-4.961993388941784,-5904.666707226033,-4.446476993494798
gp91,b1_rot0,-5886.713833458553,-14.480814572884832,-5872.233018885669,27.987211346870026
gp91,b1_rot90,-5886.713833466467,-14.480814572884832,-5872.233018893582,27.987211338956513
gp91,b1_rot180,-5886.713833461635,-14.480814572884832,-5872.23301888875,27.98721134378866
gp91,b1_rot270,-5886.713833458686,-14.480814572884832,-5872.233018885801,27.98721134673724
gp92,b0_rot0,-5909.628700629854,-4.961993388941784,-5904.666707240913,-4.446477008374131
gp92,b0_rot90,-5909.628700614972,-4.961993388941789,-5904.666707226031,-4.44647699349207
gp92,b0_rot180,-5909.6287006266375,-4.961993388941789,-5904.666707237696,-4.446477005157249
gp92,b0_rot270,-5909.628700614975,-4.961993388941784,-5904.666707226033,-4.446476993494798
gp92,b1_rot0,-5886.713833466447,-14.480814572884832,-5872.233018893562,27.987211338976522
gp92,b1_rot90,-5886.713833461649,-14.480814572884832,-5872.2330188887645,27.987211343774106
gp92,b1_rot180,-5886.71383345866,-14.480814572884826,-5872.233018885775,27.987211346763615
gp92,b1_rot270,-5886.713833458557,-14.48081457288485,-5872.233018885672,27.98721134686639
gp93,b0_rot0,-5909.6287006266375,-4.961993388941784,-5904.666707237696,-4.446477005157249
gp93,b0_rot90,-5909.628700614975,-4.961993388941784,-5904.666707226033,-4.446476993494798
gp93,b0_rot180,-5909.6287006298535,-4.961993388941784,-5904.666707240912,-4.446477008373222
gp93,b0_rot270,-5909.628700614975,-4.961993388941784,-5904.666707226033,-4.446476993494798
gp93,b1_rot0,-5886.713833463178,-14.480814572884832,-5872.233018890293,27.987211342245246
gp93,b1_rot90,-5886.713833465376,-14.480814572884832,-5872.233018892492,27.987211340046997
gp93,b1_rot180,-5886.713833454957,-14.480814572884832,-5872.233018882072,27.98721135046617
gp93,b1_rot270,-5886.713833460668,-14.480814572884832,-5872.233018887783,27.98721134475545
gp94,b0_rot0,-5909.628700614972,-4.961993388941789,-5904.666707226031,-4.44647699349207
gp94,b0_rot90,-5909.628700629854,-4.961993388941784,-5904.666707240913,-4.446477008374131
gp94,b0_rot180,-5909.628700614976,-4.961993388941789,-5904.666707226034,-4.446476993495708
gp94,b0_rot270,-5909.6287006266375,-4.961993388941789,-5904.666707237696,-4.446477005157249
gp94,b1_rot0,-5886.713833464281,-14.480814572884832,-5872.233018891397,27.98721134114203
gp94,b1_rot90,-5886.713833474869,-14.480814572884832,-5872.233018901984,27.9872113305546
gp94,b1_rot180,-5886.713833464406,-14.480814572884832,-5872.233018891521,27.987211341017428
gp94,b1_rot270,-5886.713833472398,-14.480814572884832,-5872.233018899513,27.987211333025698
gp95,b0_rot0,-5909.628700614972,-4.961993388941789,-5904.666707226031,-4.44647699349207
gp95,b0_rot90,-5909.62870062664,-4.961993388941789,-5904.666707237699,-4.446477005159977
gp95,b0_rot180,-5909.628700614976,-4.961993388941789,-5904.666707226034,-4.446476993495708
gp95,b0_rot270,-5909.628700629854,-4.961993388941784,-5904.666707240913,-4.446477008374131
gp95,b1_rot0,-5886.713833469231,-14.480814572884832,-5872.233018896346,27.98721133619256
gp95,b1_rot90,-5886.71383345538,-14.480814572884832,-5872.233018882495,27.987211350043253
gp95,b1_rot180,-5886.713833464007,-14.480814572884832,-5872.233018891122,27.987211341416696
gp95,b1_rot270,-5886.713833462209,-14.480814572884832,-5872.233018889324,27.987211343214767
gp96,b0_rot0,-5909.628700614972,-4.961993388941789,-5904.666707226031,-4.44647699349207
gp96,b0_rot90,-5909.62870062664,-4.961993388941789,-5904.666707237699,-4.446477005159977
gp96,b0_rot180,-5909.628700614976,-4.961993388941789,-5904.666707226034,-4.446476993495708
gp96,b0_rot270,-5909.6287006298535,-4.961993388941784,-5904.666707240912,-4.446477008373222
gp96,b1_rot0,-5886.713833459012,-14.480814572884832,-5872.233018886127,27.98721134641164
gp96,b1_rot90,-5886.7138334650745,-14.480814572884832,-5872.23301889219,27.98721134034895
gp96,b1_rot180,-5886.713833462792,-14.480814572884832,-5872.233018889907,27.98721134263178
gp96,b1_rot270,-5886.713833456953,-14.480814572884832,-5872.233018884068,27.987211348470737
gp97,b0_rot0,-5909.628700614972,-4.961993388941789,-5904.666707226031,-4.44647699349207
gp97,b0_rot90,-5909.628700629854,-4.961993388941784,-5904.666707240913,-4.446477008374131
gp97,b0_rot180,-5909.628700614976,-4.961993388941789,-5904.666707226034,-4.446476993495708
gp97,b0_rot270,-5909.6287006266375,-4.961993388941789,-5904.666707237696,-4.446477005157249
gp97,b1_rot0,-5886.713833469976,-14.480814572884832,-5872.233018897091,27.987211335447682
gp97,b1_rot90,-5886.7138334559195,-14.480814572884832,-5872.233018883035,27.987211349503923
gp97,b1_rot180,-5886.71383346478,-14.480814572884832,-5872.233018891895,27.987211340643626
gp97,b1_rot270,-5886.713833462238,-14.480814572884832,-5872.233018889353,27.987211343185663
gp98,b0_rot0,-5909.628700614971,-4.961993388941789,-5904.66670722603,-4.44647699349116
gp98,b0_rot90,-5909.62870062664,-4.961993388941789,-5904.666707237699,-4.446477005159977
gp98,b0_rot180,-5909.628700614979,-4.961993388941789,-5904.666707226037,-4.446476993498436
gp98,b0_rot270,-5909.6287006298535,-4.961993388941789,-5904.666707240912,-4.446477008373222
gp98,b1_rot0,-5886.713833465111,-14.480814572884832,-5872.233018892226,27.98721134031257
gp98,b1_rot90,-5886.713833474839,-14.480814572884832,-5872.233018901954,27.987211330584614
gp98,b1_rot180,-5886.713833462801,-14.480814572884832,-5872.233018889916,27.987211342622686
gp98,b1_rot270,-5886.713833471598,-14.480814572884832,-5872.233018898713,27.987211333825144
gp99,b0_rot0,-5909.628700614971,-4.961993388941789,-5904.66670722603,-4.44647699349116
gp99,b0_rot90,-5909.628700629852,-4.961993388941789,-5904.66670724091,-4.446477008371403
gp99,b0_rot180,-5909.628700614979,-4.961993388941789,-5904.666707226037,-4.446476993498436
gp99,b0_rot270,-5909.628700626639,-4.961993388941789,-5904.666707237698,-4.446477005159068
gp99,b1_rot0,-5886.7138334547735,-14.480814572884832,-5872.233018881889,27.987211350649886
gp99,b1_rot90,-5886.713833461112,-14.480814572884832,-5872.233018888227,27.987211344311618
gp99,b1_rot180,-5886.713833462905,-14.480814572884832,-5872.2330188900205,27.987211342518094
gp99,b1_rot270,-5886.713833465965,-14.480814572884832,-5872.23301889308,27.987211339458554
gp100,b0_rot0,-5909.628700614971,-4.961993388941789,-5904.66670722603,-4.44647699349116
gp100,b0_rot90,-5909.628700629852,-4.961993388941789,-5904.66670724091,-4.446477008371403
gp100,b0_rot180,-5909.628700614979,-4.961993388941789,-5904.666707226037,-4.446476993498436
gp100,b0_rot270,-5909.628700626639,-4.961993388941789,-5904.666707237698,-4.446477005159068
gp100,b1_rot0,-5886.71383346064,-14.480814572884832,-5872.233018887755,27.987211344783645
gp100,b1_rot90,-5886.713833461413,-14.480814572884832,-5872.233018888528,27.987211344010575
gp100,b1_rot180,-5886.71383345867,-14.480814572884832,-5872.233018885785,27.98721134675361
gp100,b1_rot270,-5886.713833468543,-14.480814572884832,-5872.2330188956585,27.987211336880137
gp101,b0_rot0,-5909.628700614971,-4.961993388941789,-5904.66670722603,-4.44647699349116
gp101,b0_rot90,-5909.62870062664,-4.961993388941789,-5904.666707237699,-4.446477005159977
gp101,b0_rot180,-5909.628700614979,-4.961993388941789,-5904.666707226037,-4.446476993498436
gp101,b0_rot270,-5909.6287006298535,-4.961993388941789,-5904.666707240912,-4.446477008373222
gp101,b1_rot0,-5886.713833471321,-14.480814572884832,-5872.233018898436,27.98721133410254
gp101,b1_rot90,-5886.713833463961,-14.480814572884832,-5872.233018891076,27.98721134146217
gp101,b1_rot180,-5886.713833474489,-14.480814572884832,-5872.233018901604,27.98721133093477
gp101,b1_rot270,-5886.713833463118,-14.480814572884832,-5872.233018890233,27.987211342305272
gp102,b0_rot0,-5909.628700630068,-4.961993388941789,-5904.6667072411265,-4.446477008587863
gp102,b0_rot90,-5909.628700621914,-4.961993388941793,-5904.666707232972,-4.446477000433333
gp102,b0_rot180,-5909.628700628468,-4.961993388941784,-5904.666707239527,-4.4464770069880615
gp102,b0_rot270,-5909.628700620485,-4.961993388941789,-5904.666707231543,-4.446476999004517
gp102,b1_rot0,-5886.713833462456,-14.480814572884832,-5872.233018889571,27.987211342967385
gp102,b1_rot90,-5886.713833470946,-14.480814572884832,-5872.233018898061,27.98721133447725
gp102,b1_rot180,-5886.713833464571,-14.480814572884832,-5872.233018891686,27.98721134085281
gp102,b1_rot270,-5886.713833474585,-14.480814572884832,-5872.2330189017,27.987211330838363
gp103,b0_rot0,-5909.628700628475,-4.961993388941784,-5904.666707239533,-4.446477006994428
gp103,b0_rot90,-5909.628700621912,-4.961993388941784,-5904.66670723297,-4.446477000431514
gp103,b0_rot180,-5909.628700630069,-4.961993388941784,-5904.666707241127,-4.446477008588772
gp103,b0_rot270,-5909.628700620487,-4.961993388941793,-5904.666707231545,-4.446476999006336
gp103,b1_rot0,-5886.7138334711035,-14.480814572884832,-5872.233018898219,27.98721133431991
gp103,b1_rot90,-5886.7138334604615,-14.480814572884832,-5872.233018887577,27.987211344961906
gp103,b1_rot180,-5886.713833464974,-14.480814572884832,-5872.23301889209,27.987211340448994
gp103,b1_rot270,-5886.71383346005,-14.480814572884832,-5872.233018887166,27.987211345372998
gp104,b0_rot0,-5909.628700630068,-4.961993388941789,-5904.6667072411265,-4.446477008587863
gp104,b0_rot90,-5909.628700620487,-4.961993388941784,-5904.666707231545,-4.446476999006336
gp104,b0_rot180,-5909.628700628469,-4.961993388941784,-5904.666707239528,-4.446477006988971
gp104,b0_rot270,-5909.6287006219145,-4.9619933889417975,-5904.666707232973,-4.446477000434243
gp104,b1_rot0,-5886.713833455252,-14.480814572884832,-5872.233018882367,27.987211350171492
gp104,b1_rot90,-5886.71383346378,-14.480814572884832,-5872.233018890895,27.98721134164316
gp104,b1_rot180,-5886.713833462212,-14.480814572884832,-5872.2330188893275,27.98721134321113
gp104,b1_rot270,-5886.713833469006,-14.480814572884832,-5872.233018896121,27.987211336417204
gp105,b0_rot0,-5909.628700628475,-4.961993388941784,-5904.666707239533,-4.446477006994428
gp105,b0_rot90,-5909.628700620487,-4.961993388941793,-5904.666707231545,-4.446476999006336
gp105,b0_rot180,-5909.628700630068,-4.961993388941784,-5904.6667072411265,-4.446477008587863
gp105,b0_rot270,-5909.628700621916,-4.961993388941784,-5904.666707232975,-4.446477000436062
gp105,b1_rot0,-5886.713833465121,-14.480814572884832,-5872.233018892236,27.987211340302565
gp105,b1_rot90,-5886.7138334627425,-14.480814572884832,-5872.233018889858,27.987211342680894
gp105,b1_rot180,-5886.713833457011,-14.480814572884832,-5872.233018884126,27.98721134841253
gp105,b1_rot270,-5886.713833458987,-14.480814572884832,-5872.233018886102,27.987211346436197
gp106,b0_rot0,-5909.6287006219145,-4.961993388941784,-5904.666707232973,-4.446477000434243
gp106,b0_rot90,-5909.628700630066,-4.961993388941784,-5904.666707241125,-4.446477008586044
gp106,b0_rot180,-5909.628700620485,-4.961993388941784,-5904.666707231543,-4.446476999004517
gp106,b0_rot270,-5909.628700628468,-4.961993388941793,-5904.666707239527,-4.4464770069880615
gp106,b1_rot0,-5886.713833466121,-14.480814572884832,-5872.2330188932365,27.98721133930212
gp106,b1_rot90,-5886.713833473984,-14.480814572884832,-5872.233018901099,27.98721133143954
gp106,b1_rot180,-5886.713833464582,-14.480814572884832,-5872.233018891698,27.987211340840986
gp106,b1_rot270,-5886.7138334750425,-14.480814572884832,-5872.233018902158,27.987211330380887
gp107,b0_rot0,-5909.628700620487,-4.961993388941784,-5904.666707231545,-4.446476999006336
gp107,b0_rot90,-5909.62870063007,-4.9619933889417975,-5904.666707241128,-4.446477008589682
gp107,b0_rot180,-5909.628700621912,-4.961993388941784,-5904.66670723297,-4.446477000431514
gp107,b0_rot270,-5909.628700628469,-4.961993388941784,-5904.666707239528,-4.446477006988971
gp107,b1_rot0,-5886.713833461109,-14.480814572884832,-5872.233018888224,27.987211344314346
gp107,b1_rot90,-5886.713833462906,-14.480814572884832,-5872.233018890021,27.987211342517185
gp107,b1_rot180,-5886.713833465959,-14.480814572884832,-5872.233018893075,27.98721133946401
gp107,b1_rot270,-5886.713833454777,-14.480814572884832,-5872.233018881892,27.98721135064625
gp108,b0_rot0,-5909.6287006219145,-4.961993388941784,-5904.666707232973,-4.446477000434243
gp108,b0_rot90,-5909.628700628468,-4.961993388941793,-5904.666707239527,-4.4464770069880615
gp108,b0_rot180,-5909.628700620487,-4.961993388941784,-5904.666707231545,-4.446476999006336
gp108,b0_rot270,-5909.628700630066,-4.961993388941784,-5904.666707241125,-4.446477008586044
gp108,b1_rot0,-5886.713833462695,-14.480814572884832,-5872.23301888981,27.987211342728187
gp108,b1_rot90,-5886.713833472077,-14.480814572884832,-5872.233018899192,27.98721133334675
gp108,b1_rot180,-5886.713833458286,-14.480814572884832,-5872.233018885401,27.987211347137418
gp108,b1_rot270,-5886.713833467272,-14.480814572884832,-5872.233018894387,27.98721133815161
gp109,b0_rot0,-5909.628700620487,-4.961993388941784,-5904.666707231545,-4.446476999006336
gp109,b0_rot90,-5909.62870062847,-4.961993388941784,-5904.6667072395285,-4.4464770069898805
gp109,b0_rot180,-5909.628700621917,-4.961993388941789,-5904.666707232976,-4.446477000436971
gp109,b0_rot270,-5909.628700630065,-4.961993388941793,-5904.666707241124,-4.446477008585134
gp109,b1_rot0,-5886.713833463722,-14.480814572884832,-5872.233018890837,27.987211341701368
gp109,b1_rot90,-5886.7138334594165,-14.480814572884832,-5872.233018886532,27.987211346006916
gp109,b1_rot180,-5886.713833470228,-14.480814572884832,-5872.233018897343,27.987211335195752
gp109,b1_rot270,-5886.713833460395,-14.480814572884832,-5872.23301888751,27.9872113450283
